issue_id,type,created_date,created_date_zoned,updated_date,updated_date_zoned,resolved_date,resolved_date_zoned,summary,description,priority,status,resolution,assignee,assignee_username,reporter,reporter_username
MRM-295,Improvement,2007-02-26T14:43:37.659Z,2007-02-26T14:43:37.659Z,2007-05-11T23:56:51.857Z,2007-05-11T23:56:51.857Z,2007-05-11T23:56:51.86Z,2007-05-11T23:56:51.86Z,Application should unpack to archiva-${version},The Plexus app currently unpacks to 'archiva'. It should have the version number in the top level directory.,Minor,Closed,Fixed,Wendy Smoak,wsmoak,Wendy Smoak,wsmoak
MRM-234,Bug,2006-11-21T20:28:22.689Z,2006-11-21T20:28:22.689Z,2008-07-04T23:12:49.932Z,2008-07-04T23:12:49.932Z,2008-07-04T23:12:49.937Z,2008-07-04T23:12:49.937Z,Moving files between repos through webdav doesn't work,"The goal is to move files from one repo to another through the webdav interface, using a webdav client, like Windows My Network Places or BitKinex

Two repos where created and accessed with username/password 
http://localhost:8092/repository/repo1
http://localhost:8092/repository/repo2

Copying from one to another fails.
Copying from any other webdav server to them works
Copying from them to any other webdav server works
Copying from local to them and from them to local of course works

I tried with latest svn code from could.it which includes this MOVE improvement http://issues.apache.org/jira/browse/HADOOP-505 that makes a real move and not a copy+delete",Major,Closed,Fixed,james.w.dumay,james.w.dumay,Carlos Sanchez,carlos
MRM-297,Bug,2007-03-02T04:42:31.985Z,2007-03-02T04:42:31.985Z,2007-06-02T07:11:18.275Z,2007-06-02T07:11:18.275Z,2007-03-02T08:25:38.989Z,2007-03-02T08:25:38.989Z,Result.processor can't be null,"javax.jdo.JDOUserException: Field org.apache.maven.archiva.reporting.model.Result.processor is null, but is mandatory as its described in the jdo metadata
        at org.jpox.store.rdbms.fieldmanager.ParameterSetter.storeStringField(ParameterSetter.java:120)
        at org.jpox.state.StateManagerImpl.providedStringField(StateManagerImpl.java:2737)
        at org.apache.maven.archiva.reporting.model.Result.jdoProvideField(Result.java)
        at org.apache.maven.archiva.reporting.model.Result.jdoProvideFields(Result.java)
        at org.jpox.state.StateManagerImpl.provideFields(StateManagerImpl.java:3095)
        at org.jpox.store.rdbms.request.InsertRequest.execute(InsertRequest.java:252)
        at org.jpox.store.rdbms.table.ClassTable.insert(ClassTable.java:2519)
        at org.jpox.store.StoreManager.insert(StoreManager.java:920)
        at org.jpox.state.StateManagerImpl.internalMakePersistent(StateManagerImpl.java:3647)
        at org.jpox.state.StateManagerImpl.makePersistent(StateManagerImpl.java:3626)
        at org.jpox.AbstractPersistenceManager.internalMakePersistent(AbstractPersistenceManager.java:1198)
        at org.jpox.AbstractPersistenceManager.makePersistentInternal(AbstractPersistenceManager.java:1243)
        at org.jpox.store.rdbms.scostore.ElementContainerStore.validateElementForWriting(ElementContainerStore.java:393)
        at org.jpox.store.rdbms.scostore.AbstractListStore.internalAdd(AbstractListStore.java:1151)
        at org.jpox.store.rdbms.scostore.AbstractListStore.addAll(AbstractListStore.java:386)
        at org.jpox.store.mapping.CollectionMapping.postInsert(CollectionMapping.java:209)
        at org.jpox.store.rdbms.request.InsertRequest.execute(InsertRequest.java:464)
        at org.jpox.store.rdbms.table.ClassTable.insert(ClassTable.java:2519)
        at org.jpox.store.StoreManager.insert(StoreManager.java:920)
        at org.jpox.state.StateManagerImpl.internalMakePersistent(StateManagerImpl.java:3647)
        at org.jpox.state.StateManagerImpl.makePersistent(StateManagerImpl.java:3626)
        at org.jpox.AbstractPersistenceManager.internalMakePersistent(AbstractPersistenceManager.java:1198)
        at org.jpox.AbstractPersistenceManager.makePersistent(AbstractPersistenceManager.java:1261)
        at org.apache.maven.archiva.reporting.database.AbstractJdoDatabase.saveObject(AbstractJdoDatabase.java:186)
        at org.apache.maven.archiva.reporting.database.AbstractJdoDatabase.saveObject(AbstractJdoDatabase.java:160)
        at org.apache.maven.archiva.reporting.database.ArtifactResultsDatabase.addWarning(ArtifactResultsDatabase.java:90)
        at org.apache.maven.archiva.consumers.ArtifactHealthConsumer.processArtifact(ArtifactHealthConsumer.java:81)
        at org.apache.maven.archiva.common.consumers.GenericArtifactConsumer.processFile(GenericArtifactConsumer.java:111)
        at org.apache.maven.archiva.discoverer.RepositoryScanner.directoryWalkStep(RepositoryScanner.java:124)
        at org.codehaus.plexus.util.DirectoryWalker.fireStep(DirectoryWalker.java:173)
        at org.codehaus.plexus.util.DirectoryWalker.scanDir(DirectoryWalker.java:391)
        at org.codehaus.plexus.util.DirectoryWalker.scanDir(DirectoryWalker.java:385)
        at org.codehaus.plexus.util.DirectoryWalker.scanDir(DirectoryWalker.java:385)
        at org.codehaus.plexus.util.DirectoryWalker.scanDir(DirectoryWalker.java:385)
        at org.codehaus.plexus.util.DirectoryWalker.scanDir(DirectoryWalker.java:385)
        at org.codehaus.plexus.util.DirectoryWalker.scanDir(DirectoryWalker.java:385)
        at org.codehaus.plexus.util.DirectoryWalker.scanDir(DirectoryWalker.java:385)
        at org.codehaus.plexus.util.DirectoryWalker.scanDir(DirectoryWalker.java:385)
        at org.codehaus.plexus.util.DirectoryWalker.scan(DirectoryWalker.java:344)
        at org.apache.maven.archiva.discoverer.DefaultDiscoverer.walkRepository(DefaultDiscoverer.java:161)
        at org.apache.maven.archiva.scheduler.executors.DataRefreshExecutor.execute(DataRefreshExecutor.java:145)
        at org.apache.maven.archiva.scheduler.executors.DataRefreshExecutor.executeTask(DataRefreshExecutor.java:91)
        at org.codehaus.plexus.taskqueue.execution.ThreadedTaskQueueExecutor$ExecutorRunnable$1.run(ThreadedTaskQueueExecutor.java:116)
        at edu.emory.mathcs.backport.java.util.concurrent.Executors$RunnableAdapter.call(Executors.java:442)
        at edu.emory.mathcs.backport.java.util.concurrent.FutureTask.run(FutureTask.java:176)
        at edu.emory.mathcs.backport.java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:987)
        at edu.emory.mathcs.backport.java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:528)
        at java.lang.Thread.run(Thread.java:595)",Major,Closed,Fixed,Joakim Erdfelt,joakime,Emmanuel Venisse,evenisse
MRM-228,Improvement,2006-11-17T08:07:37.673Z,2006-11-17T08:07:37.673Z,2015-04-05T14:27:43.382Z,2015-04-05T14:27:43.382Z,2006-11-24T15:49:12.102Z,2006-11-24T15:49:12.102Z,Archiva Client Configuration Howto,I created a Client Configuration Page where I discribe how the Client should be configured to use archiva as maven proxy,Trivial,Closed,Fixed,,,Daniel Mohni,daniel@mohni.net
MRM-255,Improvement,2006-12-19T17:01:32.952Z,2006-12-19T17:01:32.952Z,2008-01-17T21:25:28.882Z,2008-01-17T21:25:28.882Z,,,Reports shouldn't show missing optional dependencies as an error.,"The Reports page (under 'Manage' on the menu at the left of the screen) seems to show _any_ missing dependency using the error icon.
On my computer this results in lots of errors showing up, because optional dependencies have not been downloaded.
I would suggest that the code generating the report should check if a dependency is optional, and if so tag it as a warning or an info, and not as an error.

For example, ant:ant:1.6.2 has optional dependencies on xerces:xerces-impl:2.6.2 and xml-apis:xml-apis:2.6.2.
In ant's pom file, these dependencies are tagged using: ""<optional>true</optional>""
",Minor,Open,,,,Nicholas Daley,ntdaley
MRM-219,Bug,2006-11-04T20:42:22.477Z,2006-11-04T20:42:22.477Z,2015-04-07T18:29:46.771Z,2015-04-07T18:29:46.771Z,2006-11-04T20:43:13.225Z,2006-11-04T20:43:13.225Z,Convert a Maven 1.x POM even if the checksum for that POM is invalid,,Major,Closed,Fixed,Jason van Zyl,jvanzyl,Jason van Zyl,jvanzyl
MRM-252,Bug,2006-12-18T11:59:31.392Z,2006-12-18T11:59:31.392Z,2007-05-25T14:20:35.45Z,2007-05-25T14:20:35.45Z,2006-12-23T04:16:03.596Z,2006-12-23T04:16:03.596Z,archiva does not build with JDK 6,"...
[INFO] ----------------------------------------------------------------------------
[INFO] Building Archiva Runtime Generator
[INFO]    task-segment: [install]
[INFO] ----------------------------------------------------------------------------
[INFO] [plexus:descriptor {execution: default}]
[WARNING] Specified source directory isn't a directory: '/home/minto/rommel/test/maven/archiva/archiva-plexus-runtime/src/main/java'.
[INFO] [resources:resources]
[INFO] Using default encoding to copy filtered resources.
[INFO] [plexus:merge-descriptors {execution: default}]
[INFO] [compiler:compile]
[INFO] No sources to compile
[INFO] [resources:testResources]
[INFO] Using default encoding to copy filtered resources.
[INFO] [compiler:testCompile]
[INFO] No sources to compile
[INFO] [surefire:test]
[INFO] No tests to run.
[INFO] [jar:jar]
[WARNING] JAR will be empty - no content was marked for inclusion!
[INFO] Building jar: /home/minto/rommel/test/maven/archiva/archiva-plexus-runtime/target/archiva-plexus-runtime-1.0-SNAPSHOT.jar
[WARNING] DEPRECATED [descriptor]: Please use descriptors instead
[INFO] [assembly:single {execution: default}]
[INFO] ------------------------------------------------------------------------
[ERROR] BUILD ERROR
[INFO] ------------------------------------------------------------------------
[INFO] Error creating assembly: You must set at least one file.

[INFO] ------------------------------------------------------------------------
[INFO] Trace
org.apache.maven.lifecycle.LifecycleExecutionException: Error creating assembly:
 You must set at least one file.
        at org.apache.maven.lifecycle.DefaultLifecycleExecutor.executeGoals(Defa
ultLifecycleExecutor.java:559)
        at org.apache.maven.lifecycle.DefaultLifecycleExecutor.executeGoalWithLi
fecycle(DefaultLifecycleExecutor.java:475)
        at org.apache.maven.lifecycle.DefaultLifecycleExecutor.executeGoal(Defau
ltLifecycleExecutor.java:454)
...


The warning can easily be fixed, but this has no effect on the error.",Minor,Closed,Fixed,Brett Porter,brettporter,Minto van der Sluis,misl
MRM-209,Bug,2006-10-10T20:54:11.631Z,2006-10-10T20:54:11.631Z,2007-05-25T14:20:40.593Z,2007-05-25T14:20:40.593Z,2006-11-24T07:33:50.586Z,2006-11-24T07:33:50.586Z,plexus.sh must include tools.jar on the classpath,"The plexush.sh that's generated in the archiva-plexus-runtime model does not include tools.jar to the classpath of the JVM that is started. This causes error messages when first accessing the web application about being unable to compile JSPs.

The last line of plexus.sh currently looks like this:

{code}
exec ""$JAVACMD"" \
  $PLEXUS_OPTS \
  -classpath ""${PLEXUS_HOME}""/core/boot/classworlds-*.jar \
{code}
....

but should have $TOOLS_JAR included in the -classpath argument's parameter.",Major,Closed,Fixed,Emmanuel Venisse,evenisse,Dirk Olmes,dirk@xanthippe.ping.de
MRM-214,Improvement,2006-10-27T17:39:57.911Z,2006-10-27T17:39:57.911Z,2007-05-25T14:20:25.46Z,2007-05-25T14:20:25.46Z,2006-12-15T20:13:47.787Z,2006-12-15T20:13:47.787Z,Managed repository configuration UI should be moved,"Need to move the managed repo bit out of the Administration page and onto its own page, with a link under the Admin link.",Major,Closed,Fixed,,,Jira Report User,jirareport
MRM-269,Improvement,2007-01-19T03:27:20.129Z,2007-01-19T03:27:20.129Z,2007-05-25T14:20:33.678Z,2007-05-25T14:20:33.678Z,2007-01-19T03:30:35.274Z,2007-01-19T03:30:35.274Z,"Create an ""Administration"" group menu","Currently, there are three menu in the left navigation bar which can be grouped into an administration group:
  * Administration _(which is really index administration so it should be named Index instead)_
  * Managed Repositories
  * Proxied Repositories

",Minor,Closed,Fixed,Edwin Punzalan,elpunzalan,Edwin Punzalan,elpunzalan
MRM-211,Bug,2006-10-18T09:33:24.617Z,2006-10-18T09:33:24.617Z,2015-04-05T14:27:44.246Z,2015-04-05T14:27:44.246Z,2007-09-15T22:31:12.763Z,2007-09-15T22:31:12.763Z,Cannot use Archiva to get Maven1 Plugins,"I request maven PMD plugin 1.9 using maven1

Archiva looks into http://repo1.maven.org/maven2/maven/maven-pmd-plugin/1.9/ and get the POM -> OK
It then searchs the Artifact as ""maven/maven-pmd-plugin/1.9/maven-pmd-plugin-1.9.plugin"" -> NOK

Even looking at maven/maven-pmd-plugin/1.9/maven-pmd-plugin-1.9.jar fails : the artifact doesn't exist ! It has a POM and a sources-jar but no binary artifact. Maybe a m1-to-m2 repo-converter error ?

",Major,Closed,Fixed,Brett Porter,brettporter,nicolas de loof,ndeloof
MRM-237,Bug,2006-11-26T06:42:25.239Z,2006-11-26T06:42:25.239Z,2007-06-02T07:11:14.964Z,2007-06-02T07:11:14.964Z,2006-12-15T19:52:50.616Z,2006-12-15T19:52:50.616Z,"""Getting Started"" webpage says you need to manually install javax.activation and javax.mail","The ""Getting Started"" webpage contains the following text:

# Download the 1.0.2 activation zip from: http://java.sun.com/products/archive/javabeans/jaf102.html
# Unpack the zip to get the jar
# Run: mvn install:install-file -DgroupId=javax.activation -DartifactId=activation -Dversion=1.0.2 -Dpackaging=jar -Dfile=activation.jar
# Download the 1.3.2 javamail zip from: http://java.sun.com/products/javamail/downloads/index.html
# Unpack the zip to get the jar
# Run: mvn install:install-file -DgroupId=javax.mail -DartifactId=mail -Dversion=1.3.2 -Dpackaging=jar -Dfile=javamail-1.3.2/mail.jar 

However, it appears to no longer be true - I suppose that whatever dependencies required those versions of the artifacts have upgraded to newer, less-license-encumbered versions. (Though, manual download of javax.resource.connector 1.0 is still required).

I noticed this whilst building archiva starting with a completely empty local repository. No errors were generated regarding these artifacts, and after the build completed, the local repository contained javax.mail 1.4 and javax.activation 1.1.

Therefore, I think the 6 lines quoted above can simply be deleted.",Minor,Closed,Fixed,,,Max Bowsher,maxb
MRM-289,Bug,2007-02-24T15:43:55.318Z,2007-02-24T15:43:55.318Z,2007-06-02T07:11:17.765Z,2007-06-02T07:11:17.765Z,2007-03-08T02:21:28.953Z,2007-03-08T02:21:28.953Z,configuration NPE failed to start application trunk rev 511355,"Due to a NPE in plexus-registry-commons PLXCOMP-60.
The app failed to start.
Then a change must be apply to prevent NPE in  archiva-configuration.
in plexus.xml in archiva-plexus-runtime, a dataSource is missing.",Major,Closed,Duplicate,Brett Porter,brettporter,Olivier Lamy (*$^¨%`£),olamy
MRM-240,Bug,2006-11-27T01:33:23.04Z,2006-11-27T01:33:23.04Z,2007-05-22T13:59:25.519Z,2007-05-22T13:59:25.519Z,2007-05-22T13:59:25.525Z,2007-05-22T13:59:25.525Z,File Serving does not work unless you create a proxied repository,"I created a repository but could not get Archiva to serve the files.

When I created a proxy repository pointing to central it started working.

I then changed the url to a nonsense URL and it kept working.

In other words, Archiva will not serve files for its local repository unless at least one proxy is set up, even if the proxy is rubbish.",Major,Closed,Cannot Reproduce,Joakim Erdfelt,joakime,Greg Luck,gregrluck
MRM-291,Improvement,2007-02-24T22:47:38.636Z,2007-02-24T22:47:38.636Z,2015-04-05T14:27:44.136Z,2015-04-05T14:27:44.136Z,2007-06-18T20:16:24.97Z,2007-06-18T20:16:24.97Z,[archiva-common] Add serialVersionUID fields to Serializable classes,This is a small patch to add explicit serialVersionUID fields to some classes that are Serializable in archiva-common.,Minor,Closed,Fixed,Joakim Erdfelt,joakime,Nathan Beyer,nbeyer
MRM-203,Wish,2006-10-04T12:16:57.66Z,2006-10-04T12:16:57.66Z,2007-10-02T13:56:15.431Z,2007-10-02T13:56:15.431Z,2007-10-02T13:56:15.434Z,2007-10-02T13:56:15.434Z,"Reports should be public, not an administration feature","Unless I'm missing something, reports are only seen by people with special permissions. This seems pretty lame.",Major,Closed,Fixed,Joakim Erdfelt,joakime,Jira Report User,jirareport
MRM-275,Sub-task,2007-02-07T07:15:35.273Z,2007-02-07T07:15:35.273Z,2007-08-06T00:48:19.621Z,2007-08-06T00:48:19.621Z,2007-08-06T00:48:19.625Z,2007-08-06T00:48:19.625Z,"add ""remove old snapshots"" Sheduler","It would be helpfull in order to limit repository size to automaticaly remove old builds snapshots.
Like the indexer, the sheduler should be parameter from the admin web page.
This could either be time based (e.g. any builds older than a month) or count based (e.g. keep only the newest 5 builds).
In addition to the artifact itself, md5 and sha1 files should also be cleaned out.
",Major,Closed,Fixed,Maria Odea Ching,oching,Antoine Véret,averet
MRM-238,Bug,2006-11-24T13:48:22.426Z,2006-11-24T13:48:22.426Z,2007-05-25T14:05:29.577Z,2007-05-25T14:05:29.577Z,2007-05-25T14:05:29.583Z,2007-05-25T14:05:29.583Z,Bad checksum pattern for archetype plugin?,"Archiva as a proxy for central is complaining about this checksum:

2006-11-24 12:34:32,218 [btpool0-15] WARN  ProxyRequestHandler            - The
checksum was invalid: org/apache/maven/archetype/maven-archetype/1.0-alpha-4/mav
en-archetype-1.0-alpha-4.pom.md5: Supplied checksum does not match checksum patt
ern
2006-11-24 12:34:32,218 [btpool0-15] WARN  ProxyRequestHandler            - Skip
ping repository Maven Central: Checksum failures occurred while downloading org/
apache/maven/archetype/maven-archetype/1.0-alpha-4/maven-archetype-1.0-alpha-4.p
om
",Major,Closed,Cannot Reproduce,Joakim Erdfelt,joakime,Wendy Smoak,wsmoak
MRM-293,Bug,2007-02-25T13:26:49.445Z,2007-02-25T13:26:49.445Z,2015-04-05T14:27:43.755Z,2015-04-05T14:27:43.755Z,2007-05-11T13:13:45.798Z,2007-05-11T13:13:45.798Z,"[archiva-common] Fix GenericArtifactConsumerTest, so it will run on Windows","The test org.apache.maven.archiva.common.utils.BaseFileTest won't pass on Windows platform, because it doesn't compensate for drive letters being adding to the absolute paths. I've added some simple utility methods and tweaked the expected values to compensate for this. I don't have a Linux box to test on, so I haven't validated that they still work there, so the committer should verify the tests on a Linux or Unix box.",Major,Closed,Fixed,Joakim Erdfelt,joakime,Nathan Beyer,nbeyer
MRM-257,Task,2006-12-19T21:32:13.001Z,2006-12-19T21:32:13.001Z,2007-05-22T13:57:12.913Z,2007-05-22T13:57:12.913Z,2007-05-22T13:57:12.919Z,2007-05-22T13:57:12.919Z,revise /repository and /proxy handling,"as highlighted on dev@ list, we need to review the duality of /repsitory and /proxy and come up with solid usage patterns",Major,Closed,Fixed,,,Brett Porter,brettporter
MRM-216,New Feature,2006-11-02T09:10:30.242Z,2006-11-02T09:10:30.242Z,2008-03-13T21:59:14.289Z,2008-03-13T21:59:14.289Z,2008-03-13T21:59:14.298Z,2008-03-13T21:59:14.298Z,Upload (deploy) artifacts to a repository - via a web form (not using wagon),The web interface should allow to upload artifacts to the repository. For M1 one could just ftp the artifacts as neededm but with M2 having to go through the file:deploy plugin is a pain. Archiva could help a lot here,Major,Closed,Fixed,Maria Odea Ching,oching,Oliver Fink,olifink
MRM-299,Bug,2007-03-06T04:22:39.356Z,2007-03-06T04:22:39.356Z,2007-06-02T07:11:13.36Z,2007-06-02T07:11:13.36Z,2007-03-09T08:40:34.003Z,2007-03-09T08:40:34.003Z,IndexArtifactConsumer is never run during wlking through repository,"Running archiva on plexus log shows that during walking through repository index-artifact is never executed. 
Instead of it ""Artifact Health Consumer"" is initiated 3 times.

2007-03-06 11:08:39,000 [pool-1-thread-1] INFO  ConsumerFactory                - Attempting to create consumer [index-artifact]
2007-03-06 11:08:39,000 [pool-1-thread-1] INFO  ConsumerFactory                - Created consumer [index-artifact|Artifact Health Consumer]
2007-03-06 11:08:39,000 [pool-1-thread-1] INFO  ConsumerFactory                - Attempting to create consumer [artifact-health]
2007-03-06 11:08:39,015 [pool-1-thread-1] INFO  ConsumerFactory                - Created consumer [artifact-health|Artifact Health Consumer]
2007-03-06 11:08:39,015 [pool-1-thread-1] INFO  ConsumerFactory                - Attempting to create consumer [metadata-health]
2007-03-06 11:08:39,015 [pool-1-thread-1] INFO  ConsumerFactory                - Created consumer [metadata-health|Artifact Health Consumer]
2007-03-06 11:08:39,093 [pool-1-thread-1] INFO  Discoverer                     - Walk Started: [test] /C:/tmp/maven-2.x-repository/
2007-03-06 11:08:39,125 [pool-1-thread-1] WARN  SQL                            - Object with id ""javax.xml:jsr173:1.0:pom:"" not found !
2007-03-06 11:08:39,312 [pool-1-thread-1] WARN  SQL                            - Object with id ""javax.xml:jsr173:1.0:pom:"" not found !
2007-03-06 11:08:39,328 [pool-1-thread-1] WARN  SQL                            - Object with id ""javax.xml:jsr173:1.0:pom:"" not found !
2007-03-06 11:08:39,343 [pool-1-thread-1] WARN  SQL                            - Object with id ""jboss:jbpm:3.1.1:jar:"" not found !
2007-03-06 11:08:39,359 [pool-1-thread-1] WARN  SQL                            - Object with id ""jboss:jbpm:3.1.1:jar:"" not found !
2007-03-06 11:08:39,375 [pool-1-thread-1] WARN  SQL                            - Object with id ""jboss:jbpm:3.1.1:jar:"" not found !
2007-03-06 11:08:39,390 [pool-1-thread-1] INFO  Discoverer                     - Walk Finished: [test] /C:/tmp/maven-2.x-repository/",Minor,Closed,Fixed,Joakim Erdfelt,joakime,Milosz Witkowski,witkow
MRM-231,Bug,2006-11-21T05:36:33.121Z,2006-11-21T05:36:33.121Z,2007-06-02T07:11:13.54Z,2007-06-02T07:11:13.54Z,2006-11-23T01:53:44.687Z,2006-11-23T01:53:44.687Z,Repository roles are not removed when a repository is removed,,Major,Closed,Fixed,Maria Odea Ching,oching,Maria Odea Ching,oching
MRM-226,Bug,2006-11-16T15:09:16.931Z,2006-11-16T15:09:16.931Z,2007-05-25T14:20:32.942Z,2007-05-25T14:20:32.942Z,2006-11-16T17:02:45.663Z,2006-11-16T17:02:45.663Z,indexer throws exception on test-sources jar,"While indexing a repo for the first time, Archiva throws this exception and indexing stops.

The exception refers to a -test.jar. The repository contains many artifacts in this directory, but not with classifier test. The closest things are -tests and -test-sources.

edu.emory.mathcs.backport.java.util.concurrent.ExecutionException: java.lang.IllegalStateException: Couldn't find artifact  C:\maven-repo\group\artifact\1.0.0.v20060823\artifact-1.0.0.v20060823-test.jar
        at edu.emory.mathcs.backport.java.util.concurrent.FutureTask.getResult(FutureTask.java:299)
        at edu.emory.mathcs.backport.java.util.concurrent.FutureTask.get(FutureTask.java:118)
        at org.codehaus.plexus.taskqueue.execution.ThreadedTaskQueueExecutor$ExecutorRunnable.waitForTask(ThreadedTaskQueueExecutor.java:159)
        at org.codehaus.plexus.taskqueue.execution.ThreadedTaskQueueExecutor$ExecutorRunnable.run(ThreadedTaskQueueExecutor.java:127)
Caused by: java.lang.IllegalStateException: Couldn't find artifact C:\maven-repo\group\artifact\1.0.0.v20060823\artifact-1.0.0.v20060823-test.jar
        at org.apache.maven.archiva.reporting.LocationArtifactReportProcessor.processArtifact(LocationArtifactReportProcessor.java:143)
        at org.apache.maven.archiva.reporting.AbstractReportGroup.processArtifact(AbstractReportGroup.java:53)
        at org.apache.maven.archiva.reporting.DefaultReportExecutor.runArtifactR...",Major,Closed,Fixed,,,Tom Huybrechts,huybrechts
MRM-286,New Feature,2007-02-19T09:45:06.639Z,2007-02-19T09:45:06.639Z,2007-11-08T16:43:20.797Z,2007-11-08T16:43:20.797Z,2007-11-08T16:42:48.845Z,2007-11-08T16:42:48.845Z,The possibility to restrict browsing through web interface to registered users only,"We have an internal repository that is placed on a server available from the net, and would like to restrict all kinds of access, including browsing through web interface, to registered users only.",Major,Closed,Duplicate,Brett Porter,brettporter,Lars Ivar Igesund,larsivi
MRM-202,Wish,2006-10-04T12:15:27.432Z,2006-10-04T12:15:27.432Z,2007-10-02T13:12:29.477Z,2007-10-02T13:12:29.477Z,2007-10-02T13:12:29.48Z,2007-10-02T13:12:29.48Z,Change the top-left logo to be an Archiva logo that goes to the front page of the instance,"It's very jarring to click on the Maven link in the top left and be taken to the Maven website. In other apps this would take me to the front page for the app. 

I'd also wish for it to be customisable, rather than having to show an Archiva logo.",Minor,Closed,Fixed,Joakim Erdfelt,joakime,Jira Report User,jirareport
MRM-247,New Feature,2006-12-11T01:57:23.093Z,2006-12-11T01:57:23.093Z,2007-06-02T07:11:18.176Z,2007-06-02T07:11:18.176Z,2006-12-11T02:24:36.64Z,2006-12-11T02:24:36.64Z,Add last indexing timestamp on administration page.,Put data as to when the indexing was last run.,Major,Closed,Fixed,Edwin Punzalan,elpunzalan,Teodoro Cue Jr.,tcue
MRM-225,Improvement,2006-11-16T13:56:17.381Z,2006-11-16T13:56:17.381Z,2007-06-17T20:27:00.644Z,2007-06-17T20:27:00.644Z,2007-06-17T20:27:00.646Z,2007-06-17T20:27:00.646Z,Forced password complexity,"Archiva should not enforce complexity when setting passwords.
If the feature is kept it should be an option turned off be default.

The problem is that it conflicts with other complexity policies external to Archiva.",Major,Closed,Won't Fix,,,Brill Pappin,brill
MRM-290,Improvement,2007-02-24T15:58:47.752Z,2007-02-24T15:58:47.752Z,2007-07-27T18:13:27.634Z,2007-07-27T18:13:27.634Z,2007-07-27T18:13:27.643Z,2007-07-27T18:13:27.643Z,Ability to pre-configure the Jetty port in conf/plexus.xml,"When using the plexus runtime, in order to change the http port : the application must be started (in order to be extracted), stopped.
Then configuration file can be changed.  With this patch the jetty port can be set before the first start.

Same as CONTINUUM-1184.",Major,Closed,Fixed,Brett Porter,brettporter,Olivier Lamy (*$^¨%`£),olamy
MRM-242,Improvement,2006-11-28T02:14:34.886Z,2006-11-28T02:14:34.886Z,2015-04-05T14:27:44.361Z,2015-04-05T14:27:44.361Z,2007-05-22T10:51:24.589Z,2007-05-22T10:51:24.589Z,Replace the proxy url of the Download link into the absolute url,"When browsing for artifacts in archiva, the Download link uses the proxy url.  Since the artifacts are cached into archiva's managed repositories, the absolute url must be used at all times.",Major,Closed,Fixed,Joakim Erdfelt,joakime,Nap Ramirez,nramirez
MRM-256,Task,2006-12-19T21:31:13.782Z,2006-12-19T21:31:13.782Z,2007-05-22T13:57:51.117Z,2007-05-22T13:57:51.117Z,2007-05-22T13:57:51.123Z,2007-05-22T13:57:51.123Z,revision of configuration,"revise how ~/.m2/archiva.xml interoperates with any other configuration in the system, particularly security settings.

review how repositories are configured.",Major,Closed,Fixed,Joakim Erdfelt,joakime,Brett Porter,brettporter
MRM-200,Bug,2006-10-03T15:33:20.046Z,2006-10-03T15:33:20.046Z,2007-05-25T14:20:31.696Z,2007-05-25T14:20:31.696Z,2006-10-05T16:28:09.445Z,2006-10-05T16:28:09.445Z,Dependencies/depended-on-by links are broken for multiple versions,There is a missing type attribute on the jsp tagfile attribute declaration to set the variable to a type of java.util.List. Patch attached.,Major,Closed,Fixed,Emmanuel Venisse,evenisse,Jira Report User,jirareport
MRM-212,Improvement,2006-10-23T04:10:51.383Z,2006-10-23T04:10:51.383Z,2015-04-05T14:27:43.247Z,2015-04-05T14:27:43.247Z,2007-05-25T14:06:02.57Z,2007-05-25T14:06:02.57Z,configure checksum policy for proxied repository,"Some artifact on repo1.maven.org have bad checksum. This need fix, but this also make archiva not usable as a replacement for maven-proxy.

As maven itself allow to configure a checksum policy, a new configuration parameter on proxied repo would be nice.",Critical,Closed,Fixed,Joakim Erdfelt,joakime,nicolas de loof,ndeloof
MRM-223,Bug,2006-11-16T00:46:54.926Z,2006-11-16T00:46:54.926Z,2007-05-22T14:00:30.342Z,2007-05-22T14:00:30.342Z,2007-05-22T14:00:30.348Z,2007-05-22T14:00:30.348Z,Download Artefact Button is not working,"I have setup more than one proxied repository and a few non proxied repositories

When I use the 'Browse' function I can see all artefacts in the different repositories, but when I want to download the artefact is not found.

When I change the url generated from 

http://archiva/proxy/net.sf.ehcache/ehcache/1.2/ehcache-1.2.jar

to (adding the repository_id)

http://archiva/proxy/maven_release/net.sf.ehcache/ehcache/1.2/ehcache-1.2.jar

the download works, for artefacts in non proxied repositories you also have to change from /proxy/<repo-id>/ to /repository/<repo-id>/


",Minor,Closed,Cannot Reproduce,Joakim Erdfelt,joakime,Daniel Mohni,daniel@mohni.net
MRM-236,Bug,2006-11-24T11:05:30.351Z,2006-11-24T11:05:30.351Z,2007-05-25T14:20:28.63Z,2007-05-25T14:20:28.63Z,2007-05-22T13:58:39.183Z,2007-05-22T13:58:39.183Z,Unable to 'proxy through' more than one managed repo,"On Proxied Repositories -> Add or Edit, only the 'first' managed repository added to the system is listed in the 'Proxied through' select list.

It should allow you to choose any of the managed repositories. 

",Major,Closed,Fixed,Joakim Erdfelt,joakime,Wendy Smoak,wsmoak
