issue_id,username,display_name,created_date,created_date_zoned,message
MRM-414,wsmoak,Wendy Smoak,2007-06-10T23:36:40.132Z,2007-06-10T23:36:40.132Z,"Possibly related, on the second walk, I see this repeatedly in the log file:

INFO   | jvm 1    | 2007/06/10 21:12:23 | 1463184 [pool-2-thread-1] INFO org.apache.maven.archiva.repository.scanner.RepositoryScanner:default - Walk Finished:[central] file:/opt/central-repository/
...
INFO   | jvm 1    | 2007/06/10 21:29:22 | 2482069 [pool-2-thread-1] ERROR org.apache.maven.archiva.repository.scanner.RepositoryScanner:default - Consumer [update-db-artifact] had an error when processing file [/opt/central-repository/org/mortbay/jetty/jsp-api-2.1/6.0.0/jsp-api-2.1-6.0.0.pom]: Insert request failed: INSERT INTO ARCHIVA_ARTIFACT (SNAPSHOT_VERSION,LAST_MODIFIED,REPOSITORY_ID,CHECKSUM_MD5,WHEN_INDEXED,FILE_SIZE,CHECKSUM_SHA1,ORIGIN,PLATFORM,WHEN_PROCESSED,ARTIFACT_ID,CLASSIFIER,GROUP_ID,FILE_TYPE,VERSION) VALUES (?,?,?,?,?,?,?,?,?,?,?,?,?,?,?)
INFO   | jvm 1    | 2007/06/10 21:29:22 | javax.jdo.JDODataStoreException: Insert request failed: INSERT INTO ARCHIVA_ARTIFACT (SNAPSHOT_VERSION,LAST_MODIFIED,REPOSITORY_ID,CHECKSUM_MD5,WHEN_INDEXED,FILE_SIZE,CHECKSUM_SHA1,ORIGIN,PLATFORM,WHEN_PROCESSED,ARTIFACT_ID,CLASSIFIER,GROUP_ID,FILE_TYPE,VERSION) VALUES (?,?,?,?,?,?,?,?,?,?,?,?,?,?,?)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at org.jpox.store.rdbms.request.InsertRequest.execute(InsertRequest.java:455)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at org.jpox.store.rdbms.table.ClassTable.insert(ClassTable.java:2519)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at org.jpox.store.StoreManager.insert(StoreManager.java:920)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at org.jpox.state.StateManagerImpl.internalMakePersistent(StateManagerImpl.java:3667)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at org.jpox.state.StateManagerImpl.makePersistent(StateManagerImpl.java:3646)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at org.jpox.AbstractPersistenceManager.internalMakePersistent(AbstractPersistenceManager.java:1198)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at org.jpox.AbstractPersistenceManager.makePersistent(AbstractPersistenceManager.java:1261)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at org.apache.maven.archiva.database.jdo.JdoAccess.saveObject(JdoAccess.java:192)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at org.apache.maven.archiva.database.jdo.JdoAccess.saveObject(JdoAccess.java:165)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at org.apache.maven.archiva.database.jdo.JdoArtifactDAO.saveArtifact(JdoArtifactDAO.java:110)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at org.apache.maven.archiva.consumers.database.ArtifactUpdateDatabaseConsumer.processFile(ArtifactUpdateDatabaseConsumer.java:195)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at org.apache.maven.archiva.repository.scanner.functors.ConsumerProcessFileClosure.execute(ConsumerProcessFileClosure.java:57)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at org.apache.commons.collections.functors.IfClosure.execute(IfClosure.java:117)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at org.apache.commons.collections.CollectionUtils.forAllDo(CollectionUtils.java:388)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at org.apache.maven.archiva.repository.scanner.RepositoryScannerInstance.directoryWalkStep(RepositoryScannerInstance.java:127)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at org.codehaus.plexus.util.DirectoryWalker.fireStep(DirectoryWalker.java:173)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at org.codehaus.plexus.util.DirectoryWalker.scanDir(DirectoryWalker.java:391)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at org.codehaus.plexus.util.DirectoryWalker.scanDir(DirectoryWalker.java:385)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at org.codehaus.plexus.util.DirectoryWalker.scanDir(DirectoryWalker.java:385)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at org.codehaus.plexus.util.DirectoryWalker.scanDir(DirectoryWalker.java:385)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at org.codehaus.plexus.util.DirectoryWalker.scanDir(DirectoryWalker.java:385)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at org.codehaus.plexus.util.DirectoryWalker.scanDir(DirectoryWalker.java:385)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at org.codehaus.plexus.util.DirectoryWalker.scan(DirectoryWalker.java:344)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at org.apache.maven.archiva.repository.scanner.DefaultRepositoryScanner.scan(DefaultRepositoryScanner.java:126)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at org.apache.maven.archiva.repository.scanner.DefaultRepositoryScanner.scan(DefaultRepositoryScanner.java:65)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at org.apache.maven.archiva.scheduled.executors.ArchivaRepositoryScanningTaskExecutor.executeTask(ArchivaRepositoryScanningTaskExecutor.java:105)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at org.codehaus.plexus.taskqueue.execution.ThreadedTaskQueueExecutor$ExecutorRunnable$1.run(ThreadedTaskQueueExecutor.java:116)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at edu.emory.mathcs.backport.java.util.concurrent.Executors$RunnableAdapter.call(Executors.java:442)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at edu.emory.mathcs.backport.java.util.concurrent.FutureTask.run(FutureTask.java:176)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at edu.emory.mathcs.backport.java.util.concurrent.ThreadPoolExecutor$Worker.runTask(ThreadPoolExecutor.java:665)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at edu.emory.mathcs.backport.java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:690)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at java.lang.Thread.run(Thread.java:595)
INFO   | jvm 1    | 2007/06/10 21:29:22 | NestedThrowablesStackTrace:
INFO   | jvm 1    | 2007/06/10 21:29:22 | ERROR 23505: The statement was aborted because it would have caused a duplicate key value in a unique or primary key constraint or unique index identified by 'ARCHIVA_ARTIFV6_PK' defined on 'ARCHIVA_ARTIFACT'.
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at org.apache.derby.iapi.error.StandardException.newException(Unknown Source)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at org.apache.derby.impl.sql.execute.IndexChanger.insertAndCheckDups(Unknown Source)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at org.apache.derby.impl.sql.execute.IndexChanger.doInsert(Unknown Source)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at org.apache.derby.impl.sql.execute.IndexChanger.insert(Unknown Source)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at org.apache.derby.impl.sql.execute.IndexSetChanger.insert(Unknown Source)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at org.apache.derby.impl.sql.execute.RowChangerImpl.insertRow(Unknown Source)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at org.apache.derby.impl.sql.execute.InsertResultSet.normalInsertCore(Unknown Source)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at org.apache.derby.impl.sql.execute.InsertResultSet.open(Unknown Source)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at org.apache.derby.impl.sql.GenericPreparedStatement.execute(Unknown Source)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at org.apache.derby.impl.jdbc.EmbedStatement.executeStatement(Unknown Source)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at org.apache.derby.impl.jdbc.EmbedPreparedStatement.executeStatement(Unknown Source)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at org.apache.derby.impl.jdbc.EmbedPreparedStatement.executeUpdate(Unknown Source)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at org.apache.commons.dbcp.DelegatingPreparedStatement.executeUpdate(DelegatingPreparedStatement.java:101)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at org.jpox.store.rdbms.RDBMSManager.executeStatementUpdate(RDBMSManager.java:572)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at org.jpox.store.rdbms.request.InsertRequest.execute(InsertRequest.java:328)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at org.jpox.store.rdbms.table.ClassTable.insert(ClassTable.java:2519)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at org.jpox.store.StoreManager.insert(StoreManager.java:920)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at org.jpox.state.StateManagerImpl.internalMakePersistent(StateManagerImpl.java:3667)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at org.jpox.state.StateManagerImpl.makePersistent(StateManagerImpl.java:3646)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at org.jpox.AbstractPersistenceManager.internalMakePersistent(AbstractPersistenceManager.java:1198)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at org.jpox.AbstractPersistenceManager.makePersistent(AbstractPersistenceManager.java:1261)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at org.apache.maven.archiva.database.jdo.JdoAccess.saveObject(JdoAccess.java:192)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at org.apache.maven.archiva.database.jdo.JdoAccess.saveObject(JdoAccess.java:165)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at org.apache.maven.archiva.database.jdo.JdoArtifactDAO.saveArtifact(JdoArtifactDAO.java:110)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at org.apache.maven.archiva.consumers.database.ArtifactUpdateDatabaseConsumer.processFile(ArtifactUpdateDatabaseConsumer.java:195)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at org.apache.maven.archiva.repository.scanner.functors.ConsumerProcessFileClosure.execute(ConsumerProcessFileClosure.java:57)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at org.apache.commons.collections.functors.IfClosure.execute(IfClosure.java:117)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at org.apache.commons.collections.CollectionUtils.forAllDo(CollectionUtils.java:388)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at org.apache.maven.archiva.repository.scanner.RepositoryScannerInstance.directoryWalkStep(RepositoryScannerInstance.java:127)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at org.codehaus.plexus.util.DirectoryWalker.fireStep(DirectoryWalker.java:173)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at org.codehaus.plexus.util.DirectoryWalker.scanDir(DirectoryWalker.java:391)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at org.codehaus.plexus.util.DirectoryWalker.scanDir(DirectoryWalker.java:385)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at org.codehaus.plexus.util.DirectoryWalker.scanDir(DirectoryWalker.java:385)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at org.codehaus.plexus.util.DirectoryWalker.scanDir(DirectoryWalker.java:385)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at org.codehaus.plexus.util.DirectoryWalker.scanDir(DirectoryWalker.java:385)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at org.codehaus.plexus.util.DirectoryWalker.scanDir(DirectoryWalker.java:385)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at org.codehaus.plexus.util.DirectoryWalker.scan(DirectoryWalker.java:344)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at org.apache.maven.archiva.repository.scanner.DefaultRepositoryScanner.scan(DefaultRepositoryScanner.java:126)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at org.apache.maven.archiva.repository.scanner.DefaultRepositoryScanner.scan(DefaultRepositoryScanner.java:65)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at org.apache.maven.archiva.scheduled.executors.ArchivaRepositoryScanningTaskExecutor.executeTask(ArchivaRepositoryScanningTaskExecutor.java:105)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at org.codehaus.plexus.taskqueue.execution.ThreadedTaskQueueExecutor$ExecutorRunnable$1.run(ThreadedTaskQueueExecutor.java:116)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at edu.emory.mathcs.backport.java.util.concurrent.Executors$RunnableAdapter.call(Executors.java:442)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at edu.emory.mathcs.backport.java.util.concurrent.FutureTask.run(FutureTask.java:176)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at edu.emory.mathcs.backport.java.util.concurrent.ThreadPoolExecutor$Worker.runTask(ThreadPoolExecutor.java:665)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at edu.emory.mathcs.backport.java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:690)
INFO   | jvm 1    | 2007/06/10 21:29:22 | 	at java.lang.Thread.run(Thread.java:595)
...
INFO   | jvm 1    | 2007/06/10 21:29:38 | 2498334 [pool-2-thread-1] INFO org.apache.maven.archiva.repository.scanner.RepositoryScanner:default - Walk Finished:[central] file:/opt/central-repository/
"
MRM-414,joakime,Joakim Erdfelt,2007-06-11T11:58:45.06Z,2007-06-11T11:58:45.06Z,"That error/exception/stacktrace is related to MRM-369

There is detection already in place, but not only for ""is it currently in the queue"", not for ""is it currently running""."
MRM-414,wsmoak,Wendy Smoak,2008-02-06T09:50:41.149Z,2008-02-06T09:50:41.149Z,"This has already been fixed.  In 1.0.1 if I click ""Scan Repository Now"" twice, I see the following in the log:

[ActionError] Repository [snapshots] task was already queued."
MRM-438,oching,Maria Odea Ching,2007-09-03T03:17:59.331Z,2007-09-03T03:17:59.331Z,I updated the download page and used the existing gif images for a pom file and for a jar file (i've just resized it and renamed to download-type-[type].png). This is what the download page will look like in Firefox. Comments will be greatly appreciated :)
MRM-438,oching,Maria Odea Ching,2007-09-03T03:21:34.196Z,2007-09-03T03:21:34.196Z,And this is what the download page will look like in IE. I was testing it using remote desktop so the IE browser wasn't in its maximized size..
MRM-438,oching,Maria Odea Ching,2007-09-13T01:45:15.86Z,2007-09-13T01:45:15.86Z,"Fixed in -r575191

- Leveraged existing jar and pom images (size is 24x24)
- Set background of the download-type icons to tranparent
- Updated site.css
"
MRM-422,wsmoak,Wendy Smoak,2007-06-22T22:42:42.854Z,2007-06-22T22:42:42.854Z,fixed in r550007
MRM-440,evenisse,Emmanuel Venisse,2007-09-14T13:49:15.014Z,2007-09-14T13:49:15.014Z,both don't work for me
MRM-440,evenisse,Emmanuel Venisse,2007-09-14T13:54:42.808Z,2007-09-14T13:54:42.808Z,"ok, with a trailing / it works but only after a restart"
MRM-440,joakime,Joakim Erdfelt,2007-11-08T10:00:19.844Z,2007-11-08T10:00:19.844Z,"Fixed in archiva/trunk revision 593215.
Issuing a redirect to the proper URL in the specific situation of a GET request to an existing resource that is a directory, but doesn't contain a slash at the end of the URL."
MRM-419,joakime,Joakim Erdfelt,2007-06-21T13:29:17.48Z,2007-06-21T13:29:17.48Z,This is a duplicate of MRM-417 (which was recently fixed on trunk)
MRM-419,jdidion,John Didion,2007-06-22T16:50:07.71Z,2007-06-22T16:50:07.71Z,This bug is only fixed for IE. I am still unable to create a Windows Network Place for the repository. Repro step/error message same as above.
MRM-419,zhuodan,Dan Zhuo,2007-08-10T12:37:11.896Z,2007-08-10T12:37:11.896Z,"I have installed archiva 1.0-alpha-2 standalone on both windows and linux, it appears the same problem. More precisely, it would work properly if clicking the WebDav links from admin repositories management pages. However, It is not work properly if typing the WebDav links directly into web browsers (both IE 6, 7 and Firefox 2.0.6). i.e. click any links for http://repo.mysite.com:8080/archiva/repository/internal would collapse the ""REPOSITORY-ID"".   "
MRM-419,joakime,Joakim Erdfelt,2007-09-24T13:09:09.066Z,2007-09-24T13:09:09.066Z,"I was able to duplicate this issue.

I've captured the traffic between Internet Explorer running on my Windows XP (SP2) Laptop and my installation of Archiva on my Linux box.

Here's what I see.

URL provided to Windows Network Places (by hand)

  http://192.168.1.145:8080/archiva/repository/internal//

What happens is a few probes from the Windows machine asking for options, and even a request for a windows specific feature, all to the WRONG PATHS.

*First Request*

{noformat}
OPTIONS / HTTP/1.1
User-Agent: Microsoft Data Access Internet Publishing Provider Cache Manager
Host: 192.168.1.145:8080
Content-Length: 0
Connection: Keep-Alive

HTTP/1.1 200 OK
Content-Type: text/html;charset=ISO-8859-1
Transfer-Encoding: chunked
Date: Mon, 24 Sep 2007 18:00:00 GMT
Server: Apache-Coyote/1.1
{noformat}

*Second Request*

{noformat}
GET /_vti_inf.html HTTP/1.1
Date: Mon, 24 Sep 2007 17:59:40 GMT
MIME-Version: 1.0
Accept: */*
User-Agent: Mozilla/2.0 (compatible; MS FrontPage 4.0)
Host: 192.168.1.145:8080
Accept: auth/sicily
Content-Length: 0
Connection: Keep-Alive
Cache-Control: no-cache

HTTP/1.1 404 /_vti_inf.html
Content-Type: text/html;charset=utf-8
Content-Length: 994
Date: Mon, 24 Sep 2007 18:00:00 GMT
Server: Apache-Coyote/1.1
{noformat}

*Third Request*

{noformat}
POST /_vti_bin/shtml.exe/_vti_rpc HTTP/1.1
Date: Mon, 24 Sep 2007 17:59:40 GMT
MIME-Version: 1.0
User-Agent: MSFrontPage/4.0
Host: 192.168.1.145:8080
Accept: auth/sicily
Content-Length: 41
Content-Type: application/x-www-form-urlencoded
X-Vermeer-Content-Type: application/x-www-form-urlencoded
Connection: Keep-Alive
Cache-Control: no-cache

method=server+version%3a4%2e0%2e2%2e4715
HTTP/1.1 404 /_vti_bin/shtml.exe/_vti_rpc
Content-Type: text/html;charset=utf-8
Content-Length: 1036
Date: Mon, 24 Sep 2007 18:00:00 GMT
Server: Apache-Coyote/1.1
{noformat}

*Fourth Request*

{noformat}
OPTIONS /archiva HTTP/1.1
Accept-Language: en-us
User-Agent: Microsoft Data Access Internet Publishing Provider DAV 1.1
Host: 192.168.1.145:8080
Content-Length: 0
Connection: Keep-Alive

HTTP/1.1 302 Moved Temporarily
Location: http://192.168.1.145:8080/archiva/
Transfer-Encoding: chunked
Date: Mon, 24 Sep 2007 18:00:00 GMT
Server: Apache-Coyote/1.1
{noformat}

And that's the last request to the Archiva server, not once even asking the Repository Root http://192.168.1.145:8080/archiva/repository/internal/ about it's OPTIONS.

That is why it fails.  Unfortunately, I don't see a way that Archiva can fix this odd behavior of Windows."
